transaction_id,timestamp,date,day_of_week,hour,is_weekend,lane_type,lane_number,cashier_id,payment_method,n_items,n_fresh_items,has_fresh_products,basket_value_tnd,queue_wait_time_sec,scan_time_sec,weighing_time_sec,payment_time_sec,bagging_time_sec,other_delay_sec,delay_reason,total_transaction_time_sec,customer_satisfaction
TXN-CRT-001-001364,2026-07-09 12:39:17,2026-07-09,Thursday,12,False,Traditional,5,CASH-131,Cash,12,2,True,31.54,40.5,78.3,30.3,56.0,37.7,0.0,,202.3,4
TXN-CRT-001-001365,2026-07-09 12:39:44,2026-07-09,Thursday,12,False,Traditional,3,CASH-106,Cash,8,0,False,51.8,131.6,59.4,0.0,56.9,21.0,0.0,,137.2,3
TXN-CRT-001-001366,2026-07-09 12:41:57,2026-07-09,Thursday,12,False,Traditional,7,CASH-120,Card (Local),24,5,True,179.52,87.3,76.8,25.9,22.7,22.6,0.0,,148.1,4
TXN-CRT-001-001367,2026-07-09 12:47:59,2026-07-09,Thursday,12,False,Traditional,1,CASH-131,Cash,13,4,True,54.05,69.9,47.8,20.5,29.1,29.1,0.0,,126.4,3
TXN-CRT-001-001368,2026-07-09 12:57:50,2026-07-09,Thursday,12,False,Self-Service,11,,Cash,48,10,True,185.63,19.9,532.3,38.9,47.8,24.2,100.2,Item return/exchange,743.4,2
TXN-CRT-001-001369,2026-07-09 12:58:13,2026-07-09,Thursday,12,False,Traditional,1,CASH-111,Cash,11,2,True,87.62,32.8,31.6,25.7,47.9,31.4,0.0,,136.6,4
TXN-CRT-001-001370,2026-07-09 12:58:55,2026-07-09,Thursday,12,False,Traditional,8,CASH-112,Flous (Mobile),41,6,True,343.21,79.1,243.3,25.4,33.6,23.7,0.0,,326.0,3
TXN-CRT-001-001371,2026-07-09 13:01:19,2026-07-09,Thursday,13,False,Express (<10 items),12,CASH-138,Card (Local),43,11,True,135.31,93.2,138.5,23.5,30.9,15.9,0.0,,208.8,3
TXN-CRT-001-001372,2026-07-09 13:01:31,2026-07-09,Thursday,13,False,Traditional,7,CASH-119,Cash,8,3,True,20.45,88.7,56.7,36.2,58.9,26.4,0.0,,178.3,4
TXN-CRT-001-001373,2026-07-09 13:02:42,2026-07-09,Thursday,13,False,Self-Service,9,,Flous (Mobile),28,6,True,206.29,60.4,241.0,75.6,37.5,39.3,0.0,,393.4,3
TXN-CRT-001-001374,2026-07-09 13:13:29,2026-07-09,Thursday,13,False,Traditional,4,CASH-122,Flous (Mobile),14,3,True,108.91,26.2,44.5,44.2,22.1,38.1,0.0,,148.9,4
TXN-CRT-001-001375,2026-07-09 13:14:22,2026-07-09,Thursday,13,False,Traditional,7,CASH-113,Cash,41,7,True,348.62,93.3,195.9,19.2,58.3,38.1,143.4,Barcode not scanning,454.9,2
TXN-CRT-001-001376,2026-07-09 13:18:21,2026-07-09,Thursday,13,False,Self-Service,11,,Cash,14,2,True,47.77,32.6,138.0,82.4,39.8,23.2,0.0,,283.3,4
TXN-CRT-001-001377,2026-07-09 13:19:29,2026-07-09,Thursday,13,False,Traditional,8,CASH-107,Card (International),25,4,True,242.85,94.2,146.1,31.1,25.4,38.6,0.0,,241.2,3
TXN-CRT-001-001378,2026-07-09 13:22:45,2026-07-09,Thursday,13,False,Traditional,6,CASH-126,Flous (Mobile),14,3,True,94.8,40.6,97.1,43.6,39.7,28.8,0.0,,209.2,4
TXN-CRT-001-001379,2026-07-09 13:26:07,2026-07-09,Thursday,13,False,Traditional,1,CASH-121,Check,8,2,True,61.56,147.7,23.3,27.6,87.6,18.7,0.0,,157.1,3
TXN-CRT-001-001380,2026-07-09 13:29:44,2026-07-09,Thursday,13,False,Traditional,3,CASH-106,Flous (Mobile),7,4,True,51.46,37.3,44.4,24.0,38.9,27.4,0.0,,134.8,4
TXN-CRT-001-001381,2026-07-09 13:31:56,2026-07-09,Thursday,13,False,Traditional,3,CASH-125,Card (Local),13,1,True,49.53,36.7,69.1,27.4,19.4,35.1,0.0,,151.1,4
TXN-CRT-001-001382,2026-07-09 13:44:28,2026-07-09,Thursday,13,False,Traditional,2,CASH-119,Card (Local),26,7,True,105.2,47.3,130.3,29.0,18.2,21.1,0.0,,198.5,4
TXN-CRT-001-001383,2026-07-09 13:46:30,2026-07-09,Thursday,13,False,Express (<10 items),12,CASH-140,Cash,19,5,True,107.32,26.5,122.2,34.8,36.2,33.9,0.0,,227.1,4
TXN-CRT-001-001384,2026-07-09 13:48:36,2026-07-09,Thursday,13,False,Traditional,5,CASH-107,Cash,22,5,True,92.7,22.6,69.8,40.2,58.0,34.3,0.0,,202.3,4
TXN-CRT-001-001385,2026-07-09 13:52:05,2026-07-09,Thursday,13,False,Traditional,1,CASH-101,Cash,9,4,True,66.99,25.8,50.1,29.5,69.6,30.0,0.0,,179.2,4
TXN-CRT-001-001386,2026-07-09 14:12:45,2026-07-09,Thursday,14,False,Traditional,2,CASH-122,Card (Local),15,2,True,66.25,119.9,42.0,21.4,31.2,21.5,0.0,,116.1,3
TXN-CRT-001-001387,2026-07-09 14:14:58,2026-07-09,Thursday,14,False,Traditional,7,CASH-118,Card (Local),2,0,False,7.12,23.9,10.1,0.0,19.7,26.6,0.0,,56.5,4
TXN-CRT-001-001388,2026-07-09 14:19:12,2026-07-09,Thursday,14,False,Traditional,5,CASH-101,Card (International),30,8,True,129.43,37.0,206.8,30.0,39.7,18.6,0.0,,295.1,4
TXN-CRT-001-001389,2026-07-09 14:30:50,2026-07-09,Thursday,14,False,Express (<10 items),12,CASH-136,Cash,49,11,True,209.17,195.5,232.8,15.7,67.8,18.0,0.0,,334.3,2
TXN-CRT-001-001390,2026-07-09 14:31:52,2026-07-09,Thursday,14,False,Traditional,1,CASH-134,Card (Local),13,0,False,35.41,96.2,76.7,0.0,19.0,27.8,0.0,,123.5,4
TXN-CRT-001-001391,2026-07-09 14:34:09,2026-07-09,Thursday,14,False,Traditional,5,CASH-121,Cash,1,0,False,6.95,95.0,3.9,0.0,31.8,17.1,0.0,,52.8,3
TXN-CRT-001-001392,2026-07-09 14:39:21,2026-07-09,Thursday,14,False,Traditional,5,CASH-115,Cash,7,1,True,52.38,176.5,30.0,26.4,43.6,27.8,0.0,,127.7,3
TXN-CRT-001-001393,2026-07-09 14:40:06,2026-07-09,Thursday,14,False,Traditional,3,CASH-134,Card (International),21,6,True,186.16,46.2,101.2,32.8,47.4,26.9,70.7,Payment terminal error,279.0,3
TXN-CRT-001-001394,2026-07-09 14:43:18,2026-07-09,Thursday,14,False,Traditional,8,CASH-101,Card (Local),19,3,True,149.22,8.5,73.2,36.9,20.6,37.2,0.0,,167.9,4
TXN-CRT-001-001395,2026-07-09 14:50:40,2026-07-09,Thursday,14,False,Traditional,8,CASH-118,Check,28,6,True,160.57,89.0,135.7,15.9,80.6,39.2,0.0,,271.3,4
TXN-CRT-001-001396,2026-07-09 14:54:53,2026-07-09,Thursday,14,False,Traditional,4,CASH-111,Cash,9,2,True,33.7,42.5,31.9,19.1,29.6,31.2,0.0,,111.9,4
TXN-CRT-001-001397,2026-07-09 14:56:56,2026-07-09,Thursday,14,False,Traditional,4,CASH-102,Cash,26,6,True,153.0,196.6,81.1,39.6,37.9,30.9,0.0,,189.5,3
TXN-CRT-001-001398,2026-07-09 15:02:38,2026-07-09,Thursday,15,False,Traditional,7,CASH-130,Cash,22,10,True,215.72,7.3,147.0,42.0,57.0,15.7,45.4,Item return/exchange,307.1,3
TXN-CRT-001-001399,2026-07-09 15:10:50,2026-07-09,Thursday,15,False,Traditional,4,CASH-126,Cash,10,0,False,37.43,22.6,45.1,0.0,54.2,16.3,160.7,Supervisor approval needed,276.2,4
TXN-CRT-001-001400,2026-07-09 15:22:26,2026-07-09,Thursday,15,False,Traditional,2,CASH-107,Flous (Mobile),17,7,True,80.35,31.6,48.9,35.2,25.3,31.2,0.0,,140.6,4
TXN-CRT-001-001401,2026-07-09 15:24:19,2026-07-09,Thursday,15,False,Traditional,7,CASH-103,Card (Local),6,2,True,31.64,46.9,42.8,34.6,34.1,33.7,0.0,,145.2,4
TXN-CRT-001-001402,2026-07-09 16:08:10,2026-07-09,Thursday,16,False,Traditional,5,CASH-130,Flous (Mobile),14,5,True,77.69,15.4,49.0,23.0,22.7,34.4,0.0,,129.1,4
TXN-CRT-001-001403,2026-07-09 16:08:44,2026-07-09,Thursday,16,False,Traditional,4,CASH-135,Cash,37,9,True,268.22,65.1,246.5,18.3,59.3,31.7,0.0,,355.7,3
TXN-CRT-001-001404,2026-07-09 16:18:01,2026-07-09,Thursday,16,False,Traditional,3,CASH-128,Flous (Mobile),13,3,True,47.38,30.2,79.0,24.3,34.7,25.3,0.0,,163.4,4
TXN-CRT-001-001405,2026-07-09 16:31:10,2026-07-09,Thursday,16,False,Traditional,2,CASH-122,Cash,32,11,True,180.63,100.6,165.4,40.5,41.5,20.2,0.0,,267.7,3
TXN-CRT-001-001406,2026-07-09 16:36:50,2026-07-09,Thursday,16,False,Traditional,3,CASH-106,Flous (Mobile),19,7,True,67.64,125.5,142.2,24.5,39.4,25.0,0.0,,231.2,3
TXN-CRT-001-001407,2026-07-09 16:37:43,2026-07-09,Thursday,16,False,Traditional,7,CASH-115,Cash,7,1,True,23.74,38.7,39.9,26.1,51.7,21.7,0.0,,139.4,4
TXN-CRT-001-001408,2026-07-09 16:57:46,2026-07-09,Thursday,16,False,Traditional,5,CASH-107,Cash,18,3,True,129.13,73.0,118.5,34.7,73.4,19.6,0.0,,246.2,4
TXN-CRT-001-001409,2026-07-09 17:10:20,2026-07-09,Thursday,17,False,Traditional,3,CASH-107,Cash,16,4,True,74.68,50.2,55.6,31.7,54.7,35.6,0.0,,177.5,4
TXN-CRT-001-001410,2026-07-09 17:12:07,2026-07-09,Thursday,17,False,Self-Service,11,,Check,13,5,True,44.17,47.4,152.8,64.6,83.8,25.1,0.0,,326.3,3
TXN-CRT-001-001411,2026-07-09 17:22:07,2026-07-09,Thursday,17,False,Traditional,5,CASH-132,Cash,5,1,True,24.24,14.2,20.9,42.8,49.8,16.1,0.0,,129.6,4
TXN-CRT-001-001412,2026-07-09 17:22:57,2026-07-09,Thursday,17,False,Traditional,7,CASH-102,Cash,13,4,True,33.02,45.4,75.8,17.6,59.3,37.3,0.0,,190.0,4
TXN-CRT-001-001413,2026-07-09 17:39:14,2026-07-09,Thursday,17,False,Traditional,5,CASH-134,Flous (Mobile),3,1,True,16.37,93.7,19.6,25.8,35.8,35.6,0.0,,116.8,3
TXN-CRT-001-001414,2026-07-09 17:40:27,2026-07-09,Thursday,17,False,Traditional,3,CASH-130,Cash,4,2,True,17.63,66.4,17.2,23.4,60.1,27.3,0.0,,127.9,4
TXN-CRT-001-001415,2026-07-09 17:44:32,2026-07-09,Thursday,17,False,Traditional,1,CASH-134,Cash,13,3,True,85.88,23.1,51.0,42.3,53.3,21.6,0.0,,168.2,4
TXN-CRT-001-001416,2026-07-09 17:50:03,2026-07-09,Thursday,17,False,Express (<10 items),12,CASH-137,Cash,10,2,True,54.61,14.3,24.8,39.2,27.4,15.2,0.0,,106.6,4
TXN-CRT-001-001417,2026-07-09 17:52:40,2026-07-09,Thursday,17,False,Traditional,7,CASH-122,Cash,42,16,True,281.37,44.2,288.5,42.7,44.5,28.7,0.0,,404.4,3
TXN-CRT-001-001418,2026-07-09 17:58:34,2026-07-09,Thursday,17,False,Traditional,3,CASH-129,Flous (Mobile),12,3,True,84.89,27.0,74.5,28.7,36.1,35.1,0.0,,174.4,4
TXN-CRT-001-001419,2026-07-09 18:06:50,2026-07-09,Thursday,18,False,Traditional,6,CASH-117,Card (International),26,8,True,242.94,29.8,142.2,38.6,45.4,29.1,0.0,,255.2,4
TXN-CRT-001-001420,2026-07-09 18:13:34,2026-07-09,Thursday,18,False,Express (<10 items),13,CASH-145,Cash,16,3,True,47.96,27.4,108.8,26.4,54.1,18.5,157.0,Price check required,364.8,2
TXN-CRT-001-001421,2026-07-09 18:13:39,2026-07-09,Thursday,18,False,Traditional,4,CASH-108,Check,23,7,True,192.23,50.7,111.3,40.8,52.7,39.4,0.0,,244.2,4
TXN-CRT-001-001422,2026-07-09 18:22:50,2026-07-09,Thursday,18,False,Traditional,2,CASH-128,Cash,9,1,True,61.11,76.7,49.6,16.3,62.8,16.5,0.0,,145.2,4
TXN-CRT-001-001423,2026-07-09 18:25:29,2026-07-09,Thursday,18,False,Traditional,5,CASH-132,Cash,44,9,True,335.4,26.2,245.2,44.6,36.1,36.1,0.0,,362.0,4
TXN-CRT-001-001424,2026-07-09 18:26:25,2026-07-09,Thursday,18,False,Traditional,5,CASH-105,Cash,16,5,True,119.88,25.2,77.5,28.2,32.2,38.8,0.0,,176.7,4
TXN-CRT-001-001425,2026-07-09 18:26:57,2026-07-09,Thursday,18,False,Express (<10 items),12,CASH-142,Cash,31,8,True,238.69,16.8,231.4,36.2,39.8,18.1,0.0,,325.6,3
TXN-CRT-001-001426,2026-07-09 18:32:19,2026-07-09,Thursday,18,False,Express (<10 items),13,CASH-141,Cash,12,4,True,92.79,57.1,28.0,16.8,66.3,33.7,0.0,,144.8,4
TXN-CRT-001-001427,2026-07-09 18:35:57,2026-07-09,Thursday,18,False,Traditional,1,CASH-128,Check,4,0,False,12.59,92.2,25.5,0.0,54.9,31.8,0.0,,112.2,4
TXN-CRT-001-001428,2026-07-09 18:38:21,2026-07-09,Thursday,18,False,Express (<10 items),13,CASH-143,Card (International),22,6,True,134.15,45.9,138.5,23.0,28.9,28.9,0.0,,219.3,4
TXN-CRT-001-001429,2026-07-09 18:39:34,2026-07-09,Thursday,18,False,Traditional,5,CASH-104,Cash,1,0,False,3.59,76.9,5.9,0.0,37.1,17.3,0.0,,60.3,4
TXN-CRT-001-001430,2026-07-09 18:42:19,2026-07-09,Thursday,18,False,Self-Service,11,,Card (Local),15,4,True,77.19,110.0,127.6,40.7,33.7,29.2,0.0,,231.2,4
TXN-CRT-001-001431,2026-07-09 18:45:27,2026-07-09,Thursday,18,False,Traditional,7,CASH-134,Card (Local),7,1,True,29.4,59.9,48.9,36.3,24.0,26.4,0.0,,135.6,4
TXN-CRT-001-001432,2026-07-09 18:46:30,2026-07-09,Thursday,18,False,Traditional,3,CASH-128,Check,20,6,True,90.89,23.6,61.6,28.5,49.7,17.7,0.0,,157.4,4
TXN-CRT-001-001433,2026-07-09 18:49:11,2026-07-09,Thursday,18,False,Traditional,6,CASH-128,Flous (Mobile),48,15,True,236.64,21.4,189.1,36.8,33.2,18.6,0.0,,277.7,4
TXN-CRT-001-001434,2026-07-09 18:50:41,2026-07-09,Thursday,18,False,Traditional,6,CASH-132,Cash,14,2,True,64.56,24.9,72.0,19.0,32.3,32.1,0.0,,155.3,4
TXN-CRT-001-001435,2026-07-09 18:52:50,2026-07-09,Thursday,18,False,Traditional,5,CASH-135,Card (International),30,6,True,245.24,159.7,99.2,33.0,30.2,36.6,0.0,,199.0,3
TXN-CRT-001-001436,2026-07-09 18:53:27,2026-07-09,Thursday,18,False,Traditional,1,CASH-135,Card (Local),16,5,True,96.4,190.1,78.1,18.1,24.9,35.4,0.0,,156.5,3
TXN-CRT-001-001437,2026-07-09 18:55:51,2026-07-09,Thursday,18,False,Traditional,3,CASH-122,Card (Local),15,5,True,84.22,37.5,95.0,23.3,18.7,33.2,0.0,,170.2,4
TXN-CRT-001-001438,2026-07-09 18:57:42,2026-07-09,Thursday,18,False,Traditional,7,CASH-108,Cash,42,12,True,353.8,106.3,244.4,18.0,33.2,24.4,0.0,,320.0,3
TXN-CRT-001-001439,2026-07-09 18:59:08,2026-07-09,Thursday,18,False,Traditional,4,CASH-128,Cash,38,11,True,326.94,119.5,276.8,43.9,42.5,38.4,0.0,,401.7,3
TXN-CRT-001-001440,2026-07-09 18:59:47,2026-07-09,Thursday,18,False,Traditional,6,CASH-112,Card (Local),28,6,True,134.13,14.5,182.7,31.0,28.3,15.9,0.0,,257.8,4
TXN-CRT-001-001441,2026-07-09 19:00:47,2026-07-09,Thursday,19,False,Express (<10 items),13,CASH-136,Cash,10,2,True,29.18,153.7,39.2,32.6,33.5,38.7,0.0,,144.0,3
TXN-CRT-001-001442,2026-07-09 19:00:48,2026-07-09,Thursday,19,False,Traditional,3,CASH-113,Cash,17,3,True,63.92,41.2,103.5,19.0,64.0,37.5,0.0,,224.1,4
TXN-CRT-001-001443,2026-07-09 19:07:42,2026-07-09,Thursday,19,False,Traditional,5,CASH-124,Card (Local),8,1,True,41.19,39.6,51.8,20.5,28.6,23.0,0.0,,123.8,4
TXN-CRT-001-001444,2026-07-09 19:10:13,2026-07-09,Thursday,19,False,Traditional,4,CASH-110,Cash,14,4,True,52.87,17.4,98.7,21.9,56.9,37.0,0.0,,214.6,4
TXN-CRT-001-001445,2026-07-09 19:11:01,2026-07-09,Thursday,19,False,Self-Service,11,,Card (Local),15,2,True,70.56,160.4,176.6,44.4,25.1,42.4,0.0,,288.5,3
TXN-CRT-001-001446,2026-07-09 19:12:52,2026-07-09,Thursday,19,False,Traditional,1,CASH-134,Card (Local),31,12,True,309.78,52.9,205.4,25.3,18.7,18.4,96.2,Supervisor approval needed,364.0,3
TXN-CRT-001-001447,2026-07-09 19:15:21,2026-07-09,Thursday,19,False,Traditional,2,CASH-124,Check,38,12,True,191.39,149.8,107.9,20.8,71.4,21.3,0.0,,221.4,3
TXN-CRT-001-001448,2026-07-09 19:17:42,2026-07-09,Thursday,19,False,Traditional,8,CASH-130,Cash,13,5,True,80.25,114.6,66.4,43.7,53.5,34.7,0.0,,198.3,3
TXN-CRT-001-001449,2026-07-09 19:22:42,2026-07-09,Thursday,19,False,Express (<10 items),13,CASH-145,Cash,1,1,True,5.3,22.8,6.4,41.2,28.4,37.6,0.0,,113.7,4
TXN-CRT-001-001450,2026-07-09 19:24:31,2026-07-09,Thursday,19,False,Traditional,5,CASH-120,Card (Local),34,8,True,291.74,54.2,103.9,15.8,21.1,29.0,0.0,,169.8,4
TXN-CRT-001-001451,2026-07-09 19:28:29,2026-07-09,Thursday,19,False,Traditional,7,CASH-104,Flous (Mobile),7,3,True,21.46,29.3,19.8,28.6,20.6,35.2,0.0,,104.2,4
TXN-CRT-001-001452,2026-07-09 19:28:41,2026-07-09,Thursday,19,False,Traditional,5,CASH-105,Check,20,3,True,149.63,32.3,55.2,33.7,82.1,26.7,0.0,,197.6,4
TXN-CRT-001-001453,2026-07-09 19:30:01,2026-07-09,Thursday,19,False,Self-Service,10,,Cash,1,0,False,6.36,69.1,10.3,0.0,31.5,34.3,0.0,,76.1,3
TXN-CRT-001-001454,2026-07-09 19:30:05,2026-07-09,Thursday,19,False,Traditional,1,CASH-122,Cash,13,4,True,96.16,85.5,94.0,43.2,62.1,27.9,176.8,Supervisor approval needed,404.1,2
TXN-CRT-001-001455,2026-07-09 19:31:46,2026-07-09,Thursday,19,False,Traditional,4,CASH-119,Flous (Mobile),49,8,True,284.15,8.2,290.2,28.6,38.2,24.3,0.0,,381.4,3
TXN-CRT-001-001456,2026-07-09 19:33:31,2026-07-09,Thursday,19,False,Express (<10 items),12,CASH-137,Cash,4,3,True,26.86,5.1,22.5,19.5,52.2,15.5,0.0,,109.7,4
TXN-CRT-001-001457,2026-07-09 19:37:13,2026-07-09,Thursday,19,False,Traditional,6,CASH-124,Card (Local),13,4,True,34.39,33.1,63.2,20.2,27.5,30.7,0.0,,141.6,4
TXN-CRT-001-001458,2026-07-09 19:38:17,2026-07-09,Thursday,19,False,Traditional,4,CASH-102,Cash,10,3,True,56.41,62.0,32.8,37.6,51.1,36.1,0.0,,157.7,4
TXN-CRT-001-001459,2026-07-09 19:40:37,2026-07-09,Thursday,19,False,Traditional,3,CASH-126,Cash,40,8,True,199.34,120.9,169.4,22.4,74.8,32.5,0.0,,299.1,3
TXN-CRT-001-001460,2026-07-09 19:43:28,2026-07-09,Thursday,19,False,Traditional,5,CASH-133,Cash,35,10,True,226.23,52.3,222.7,18.9,35.5,35.3,0.0,,312.4,4
TXN-CRT-001-001461,2026-07-09 19:44:54,2026-07-09,Thursday,19,False,Traditional,6,CASH-122,Cash,8,0,False,58.48,41.0,56.3,0.0,69.7,27.9,0.0,,153.9,4
TXN-CRT-001-001462,2026-07-09 19:44:57,2026-07-09,Thursday,19,False,Traditional,3,CASH-106,Card (Local),4,2,True,15.95,76.0,17.0,28.8,25.6,30.5,0.0,,101.9,4
TXN-CRT-001-001463,2026-07-09 19:46:27,2026-07-09,Thursday,19,False,Traditional,8,CASH-107,Check,20,3,True,71.02,23.3,69.7,39.6,67.5,28.5,0.0,,205.2,4
TXN-CRT-001-001464,2026-07-09 19:49:37,2026-07-09,Thursday,19,False,Traditional,1,CASH-135,Cash,11,3,True,70.16,53.3,75.0,41.6,39.2,16.7,0.0,,172.4,4
TXN-CRT-001-001465,2026-07-09 19:53:26,2026-07-09,Thursday,19,False,Express (<10 items),13,CASH-144,Card (International),22,4,True,124.06,45.1,76.5,23.4,48.7,38.3,107.0,Promo code issue,293.8,3
TXN-CRT-001-001466,2026-07-09 19:53:40,2026-07-09,Thursday,19,False,Traditional,1,CASH-106,Cash,2,0,False,14.46,56.4,9.2,0.0,57.5,27.9,0.0,,94.6,4
TXN-CRT-001-001467,2026-07-09 20:01:21,2026-07-09,Thursday,20,False,Express (<10 items),13,CASH-137,Card (Local),6,1,True,26.7,110.7,24.9,25.1,34.8,29.7,0.0,,114.5,4
TXN-CRT-001-001468,2026-07-09 20:02:24,2026-07-09,Thursday,20,False,Traditional,1,CASH-125,Cash,22,4,True,129.71,10.0,65.7,25.1,39.8,35.7,0.0,,166.3,4
TXN-CRT-001-001469,2026-07-09 20:06:27,2026-07-09,Thursday,20,False,Self-Service,10,,Flous (Mobile),8,3,True,51.67,47.1,91.6,59.7,22.6,25.3,0.0,,199.2,4
TXN-CRT-001-001470,2026-07-09 20:06:27,2026-07-09,Thursday,20,False,Traditional,4,CASH-132,Card (International),34,7,True,166.01,85.3,142.6,31.2,28.1,34.2,0.0,,236.2,4
TXN-CRT-001-001471,2026-07-09 20:08:14,2026-07-09,Thursday,20,False,Traditional,4,CASH-135,Card (Local),3,0,False,9.23,72.4,12.1,0.0,34.4,20.6,0.0,,67.2,3
TXN-CRT-001-001472,2026-07-09 20:10:43,2026-07-09,Thursday,20,False,Traditional,4,CASH-132,Flous (Mobile),8,2,True,30.46,11.1,50.6,24.7,20.9,38.9,0.0,,135.1,4
TXN-CRT-001-001473,2026-07-09 20:16:11,2026-07-09,Thursday,20,False,Self-Service,9,,Card (Local),50,11,True,407.41,8.4,329.8,61.2,21.3,28.9,0.0,,441.2,3
TXN-CRT-001-001474,2026-07-09 20:30:51,2026-07-09,Thursday,20,False,Traditional,6,CASH-113,Check,14,3,True,69.0,81.0,95.1,42.1,45.3,34.6,0.0,,217.1,4
TXN-CRT-001-001475,2026-07-09 20:34:51,2026-07-09,Thursday,20,False,Traditional,4,CASH-118,Card (Local),23,8,True,221.2,10.5,139.7,41.6,25.6,39.2,0.0,,246.2,4
TXN-CRT-001-001476,2026-07-09 20:40:32,2026-07-09,Thursday,20,False,Traditional,5,CASH-133,Flous (Mobile),7,1,True,22.88,54.0,48.8,31.8,37.5,25.5,0.0,,143.6,4
TXN-CRT-001-001477,2026-07-09 20:43:02,2026-07-09,Thursday,20,False,Traditional,6,CASH-104,Cash,19,2,True,96.21,105.8,126.7,43.1,69.9,38.7,0.0,,278.4,4
TXN-CRT-001-001478,2026-07-09 20:45:59,2026-07-09,Thursday,20,False,Traditional,2,CASH-121,Cash,24,5,True,231.01,13.6,113.6,33.6,72.9,17.2,0.0,,237.2,4
TXN-CRT-001-001479,2026-07-09 20:50:29,2026-07-09,Thursday,20,False,Traditional,7,CASH-108,Card (Local),10,2,True,65.77,150.4,65.6,28.1,28.9,39.5,0.0,,162.0,3
TXN-CRT-001-001480,2026-07-09 20:56:52,2026-07-09,Thursday,20,False,Traditional,4,CASH-117,Cash,31,8,True,253.32,79.1,91.7,28.4,36.8,29.5,0.0,,186.4,3
TXN-CRT-001-001481,2026-07-09 21:12:15,2026-07-09,Thursday,21,False,Traditional,3,CASH-126,Card (Local),19,4,True,57.26,261.2,132.3,21.5,26.0,16.8,0.0,,196.7,3
TXN-CRT-001-001482,2026-07-09 21:25:48,2026-07-09,Thursday,21,False,Traditional,2,CASH-127,Cash,12,4,True,65.99,34.0,64.5,41.4,30.5,33.5,0.0,,169.9,4
TXN-CRT-001-001483,2026-07-09 21:44:41,2026-07-09,Thursday,21,False,Traditional,2,CASH-129,Card (Local),17,1,True,108.72,124.6,99.4,30.6,20.5,37.3,0.0,,187.9,3
TXN-CRT-001-001484,2026-07-09 21:45:28,2026-07-09,Thursday,21,False,Traditional,2,CASH-124,Cash,18,4,True,70.18,37.1,133.8,28.2,25.7,26.0,0.0,,213.7,4
TXN-CRT-001-001485,2026-07-09 21:48:06,2026-07-09,Thursday,21,False,Traditional,8,CASH-130,Cash,7,1,True,48.22,51.5,34.4,32.7,44.4,16.7,0.0,,128.2,4
TXN-CRT-001-001486,2026-07-09 21:55:00,2026-07-09,Thursday,21,False,Traditional,8,CASH-107,Cash,13,4,True,55.48,28.7,61.6,26.8,54.0,39.6,0.0,,182.0,4
TXN-CRT-001-001487,2026-07-09 21:59:09,2026-07-09,Thursday,21,False,Traditional,2,CASH-125,Check,11,6,True,83.87,49.7,77.2,19.2,42.5,39.3,0.0,,178.1,4
TXN-CRT-001-001488,2026-07-10 08:52:44,2026-07-10,Friday,8,True,Traditional,1,CASH-121,Cash,13,3,True,89.07,96.2,94.9,35.0,72.4,19.0,0.0,,221.3,3
TXN-CRT-001-001489,2026-07-10 09:09:07,2026-07-10,Friday,9,True,Traditional,4,CASH-119,Cash,26,12,True,213.63,153.9,190.3,38.3,30.9,24.1,0.0,,283.6,3
TXN-CRT-001-001490,2026-07-10 09:22:38,2026-07-10,Friday,9,True,Traditional,4,CASH-102,Card (Local),15,3,True,117.45,24.0,111.8,44.7,20.6,21.2,147.1,Payment terminal error,345.4,2
TXN-CRT-001-001491,2026-07-10 09:41:41,2026-07-10,Friday,9,True,Traditional,2,CASH-109,Card (Local),44,6,True,235.77,57.6,255.1,40.9,23.9,29.7,0.0,,349.6,4
TXN-CRT-001-001492,2026-07-10 09:41:57,2026-07-10,Friday,9,True,Traditional,4,CASH-113,Cash,10,1,True,52.1,31.9,32.1,24.1,42.0,24.7,117.1,Item return/exchange,240.0,3
TXN-CRT-001-001493,2026-07-10 09:45:05,2026-07-10,Friday,9,True,Traditional,8,CASH-107,Cash,13,3,True,63.35,59.9,88.0,41.3,41.7,27.3,0.0,,198.2,4
TXN-CRT-001-001494,2026-07-10 09:47:34,2026-07-10,Friday,9,True,Traditional,4,CASH-113,Cash,28,6,True,237.41,106.1,127.0,33.2,59.9,20.1,0.0,,240.2,4
TXN-CRT-001-001495,2026-07-10 09:48:22,2026-07-10,Friday,9,True,Traditional,3,CASH-119,Check,17,2,True,61.04,34.2,119.9,17.2,85.5,21.1,0.0,,243.7,4
TXN-CRT-001-001496,2026-07-10 10:05:21,2026-07-10,Friday,10,True,Traditional,7,CASH-112,Cash,17,4,True,62.04,70.0,71.3,20.7,54.4,23.1,0.0,,169.4,4
TXN-CRT-001-001497,2026-07-10 10:06:31,2026-07-10,Friday,10,True,Traditional,6,CASH-125,Cash,3,0,False,11.37,22.7,15.5,0.0,55.8,32.0,0.0,,103.4,4
TXN-CRT-001-001498,2026-07-10 10:07:17,2026-07-10,Friday,10,True,Traditional,4,CASH-113,Cash,13,1,True,44.67,112.1,61.3,36.6,47.1,39.1,0.0,,184.1,4
TXN-CRT-001-001499,2026-07-10 10:07:56,2026-07-10,Friday,10,True,Traditional,1,CASH-125,Cash,9,1,True,51.68,87.4,58.6,27.8,26.2,21.8,0.0,,134.4,3
